Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
advertisemetns,advertisements,by either creating highly convincing ***mask*** with slogans or jingles people,AE D V ER T AY Z M AH T N Z,"['advertisements', 'advertisement']",['advertisements'],"['advertisement', 'advertisements']","['advertisements', 'advertisement']",['advertisements'],"['advertisements', 'advertisement']"
surviveing,surviving,it to be thankful for ***mask*** a war and still being,S ER V AY V IH NG,"['surviving', 'reviving', 'reviving', 'survives', 'survived', 'survivor', 'servicing', 'striving', 'survival', 'survivors']",['surviving'],"['reviving', 'striving', 'survivors', 'servicing', 'survives', 'survived', 'survivor', 'surviving', 'survival']","['surviving', 'survived', 'survives', 'survival', 'survivor', 'survivors', 'servicing', 'striving', 'reviving']",['surviving'],"['surviving', 'survived', 'survives', 'survival', 'survivor', 'survivors', 'servicing', 'striving', 'reviving']"
appreaciate,appreciate,mtv younger people do not ***mask*** their free time like olders,AH P R IY S IY EY T,"['appreciate', 'abbreviate', 'appreciates']",['appreciate'],"['appreciate', 'abbreviate', 'appreciates']","['appreciate', 'appreciates', 'abbreviate']",['appreciate'],"['appreciate', 'appreciates', 'abbreviate']"
proberty,property,soldiers fighting on her parents ***mask*** and she saw relatives getting,P R AA B ER T IY,"['property', 'poverty', 'probity', 'properly', 'puberty', 'properties', 'roberts', 'robbery', 'robert']","['property', 'probert']","['properties', 'properly', 'roberts', 'probert', 'probity', 'property', 'robbery', 'puberty', 'robert', 'poverty']","['property', 'properties', 'puberty', 'robbery', 'robert', 'roberts', 'poverty', 'probity', 'properly']","['property', 'probert']","['property', 'properties', 'puberty', 'robbery', 'robert', 'roberts', 'probert', 'poverty', 'probity', 'properly']"
disaggree,disagree,house or rap i totally ***mask*** with the statement because i,D IH S AH G R IY,"['disagree', 'disagreed', 'disagrees', 'filigree', 'disarray', 'discovery', 'discovery', 'pedigree', 'disappear', 'disappear']",['disagree'],"['disarray', 'discovery', 'pedigree', 'disagrees', 'disagree', 'disappear', 'filigree', 'disagreed']","['disagrees', 'disagree', 'disagreed', 'disappear', 'filigree', 'disarray', 'pedigree', 'discovery']",['disagree'],"['disagrees', 'disagree', 'disagreed', 'disappear', 'filigree', 'disarray', 'pedigree', 'discovery']"
defin,define,biggest question is how to ***mask*** an enjoyed life what is,D EH F IH N,"['deafen', 'devin', 'dauphin', 'tiffin', 'devon', 'define', 'doffing', 'geffen', 'decking', 'bevin']","['define', 'dein', 'decin']","['devin', 'dein', 'decin', 'tiffin', 'deafen', 'devon', 'doffing', 'geffen', 'dauphin', 'decking', 'define', 'bevin']","['bevin', 'doffing', 'define', 'tiffin', 'decking', 'geffen', 'devin', 'dauphin', 'devon', 'deafen']","['define', 'dein', 'decin']","['bevin', 'doffing', 'define', 'tiffin', 'decking', 'dein', 'decin', 'geffen', 'devin', 'dauphin', 'devon', 'deafen']"
climateologie,climatology,fileds such as geomorpholgie or ***mask*** when you start studying geographie,K L AY M EY T IY AA L AH JH IY,[''],['climateologie'],['climateologie'],[''],['climateologie'],['climateologie']
subtjects,subjects,broad knowledge of many different ***mask*** in early stage of studying,S AH B T JH EH K T S,"['subjects', 'subjected', 'subjecting', 'subjective', 'subjects', 'subject', 'subjects', 'objects']",['subjects'],"['subjecting', 'objects', 'subjective', 'subjects', 'subject', 'subjected']","['subjects', 'objects', 'subjecting', 'subject', 'subjected', 'subjective']",['subjects'],"['subjects', 'objects', 'subjecting', 'subject', 'subjected', 'subjective']"
subjekts,subjects,broad knowledge of several academic ***mask*** and a special knowledge on,S AH B JH IH K T S,"['subjects', 'subjects', 'subject', 'subject', 'subjects', 'objects', 'submits']",['subjects'],"['objects', 'subjects', 'subject', 'submits']","['subjects', 'subject', 'objects', 'submits']",['subjects'],"['subjects', 'subject', 'objects', 'submits']"
specialice,specialize,really uprising field persons who ***mask*** in this field will have,S P EH SH AH L IH S,"['specialize', 'specials', 'specialist', 'specially', 'especially', 'special', 'specialists', 'especial']","['specialize', 'specialise']","['special', 'specialize', 'especially', 'specialists', 'specials', 'especial', 'specialise', 'specialist', 'specially']","['specially', 'specialist', 'especially', 'special', 'specialize', 'specialists', 'specials', 'especial']","['specialize', 'specialise']","['specially', 'specialist', 'especially', 'special', 'specialize', 'specialise', 'specialists', 'specials', 'especial']"
fileds,fields,field consists of many different ***mask*** such as geomorpholgie or climateologie,F AY L D Z,"['filers', 'folds', 'fields', 'finds', 'wilds', 'folders', 'fielders', 'finders', 'files', 'filed']","['fields', 'files', 'fildes', 'filed']","['finds', 'fields', 'folders', 'fielders', 'files', 'wilds', 'filers', 'finders', 'folds', 'fildes', 'filed']","['fields', 'files', 'finds', 'folds', 'folders', 'finders', 'filers', 'fielders', 'wilds', 'filed']","['fields', 'files', 'fildes', 'filed']","['fields', 'files', 'finds', 'folds', 'folders', 'finders', 'fildes', 'filers', 'fielders', 'wilds', 'filed']"
geographie,geography,climateologie when you start studying ***mask*** you even do not know,JH IY AA G R AH F IY,"['geography', 'geographer', 'biography']","['geographies', 'geographic']","['geographer', 'geographies', 'biography', 'geography', 'geographic']","['geography', 'biography', 'geographer']","['geographies', 'geographic']","['geography', 'biography', 'geographer', 'geographies', 'geographic']"
geomorpholgie,geomorpholgie,many different fileds such as ***mask*** or climateologie when you start,JH IY AH M AO R F OW L JH IY,['geomorphology'],['geomorpholgie'],"['geomorphology', 'geomorpholgie']",['geomorphology'],['geomorpholgie'],"['geomorphology', 'geomorpholgie']"
geogaphic,geographic,the special subject of geography ***mask*** information systems is a really,JH IY AH G AE F IH K,['geographic'],['geographic'],['geographic'],['geographic'],['geographic'],['geographic']
inofmation,infomation,than the space for other ***mask*** is filled with all his,IH N AH F M EY SH AH N,"['inflation', 'integration', 'inundation', 'intimation', 'enumeration', 'innovation', 'animation', 'information', 'inflammation', 'intonation']","['inhumation', 'information', 'intimation', 'inflation']","['enumeration', 'inflammation', 'innovation', 'inundation', 'animation', 'integration', 'information', 'intonation', 'intimation', 'inhumation', 'inflation']","['information', 'inundation', 'intonation', 'enumeration', 'intimation', 'innovation', 'animation', 'integration', 'inflammation', 'inflation']","['information', 'inhumation', 'intimation', 'inflation']","['information', 'inundation', 'inhumation', 'intonation', 'enumeration', 'intimation', 'innovation', 'animation', 'integration', 'inflammation', 'inflation']"
destract,distract,ability to select information to ***mask*** the main ideas of a,D IH S T R AE K T,"['distract', 'district', 'destruct', 'distressed', 'detract', 'distracts', 'distrust', 'extract', 'distinct', 'extract']","['distract', 'detract']","['distract', 'distinct', 'distressed', 'distrust', 'distracts', 'destruct', 'district', 'extract', 'detract']","['extract', 'distract', 'distracts', 'distinct', 'district', 'distrust', 'distressed', 'detract', 'destruct']","['distract', 'detract']","['extract', 'distract', 'distracts', 'distinct', 'district', 'distrust', 'distressed', 'detract', 'destruct']"
iussue,issue,nearly every subject problem or ***mask*** is quite easy to obtain,IY UW S UW IY,"['loosely', 'lucy', 'juicy', 'lucio', 'eocene', 'lucille', 'lucile', 'tootsie', 'tutsi', 'screwy']",['issue'],"['lucy', 'juicy', 'tootsie', 'eocene', 'lucile', 'screwy', 'lucille', 'issue', 'tutsi', 'loosely', 'lucio']","['tootsie', 'eocene', 'screwy', 'loosely', 'lucy', 'lucile', 'lucio', 'juicy', 'lucille', 'tutsi']",['issue'],"['issue', 'tootsie', 'eocene', 'screwy', 'loosely', 'lucy', 'lucile', 'lucio', 'juicy', 'lucille', 'tutsi']"
sented,rented,the product which is pre ***mask*** there are a lot a,S EH N T IH D,"['scented', 'sainted', 'rented', 'dented', 'vented', 'sanded', 'serrated', 'chanted', 'sounded', 'fended']","['sensed', 'dented', 'rented', 'tented', 'seated', 'scented', 'senfed', 'stented', 'vented']","['dented', 'sainted', 'stented', 'chanted', 'sensed', 'serrated', 'sounded', 'rented', 'tented', 'sanded', 'seated', 'scented', 'senfed', 'fended', 'vented']","['rented', 'sanded', 'scented', 'dented', 'sounded', 'serrated', 'vented', 'sainted', 'chanted', 'fended']","['rented', 'seated', 'scented', 'dented', 'sensed', 'vented', 'tented', 'stented', 'senfed']","['rented', 'seated', 'sanded', 'scented', 'dented', 'sensed', 'sounded', 'serrated', 'vented', 'tented', 'sainted', 'stented', 'chanted', 'fended', 'senfed']"
cosmetical,cosmetic,lower finacial category than cars ***mask*** or househeld products often have,K AO Z M EH T IH K AH L,['cosmetically'],"['cosmetics', 'commerical', 'cosmetically', 'cosmetic']","['commerical', 'cosmetics', 'cosmetic', 'cosmetically']",['cosmetically'],"['cosmetically', 'cosmetic', 'cosmetics', 'commerical']","['cosmetically', 'cosmetic', 'cosmetics', 'commerical']"
everzbodz,everybody,the market first of all ***mask*** knews that the reason for,EH V ER Z B AA D Z,[''],['everybody'],['everybody'],[''],['everybody'],['everybody']
finacial,financial,they are in a lower ***mask*** category than cars cosmetical or,F AY N EY SH AH L,"['biracial', 'finagle', 'financial', 'final', 'facial']",['financial'],"['finagle', 'facial', 'financial', 'biracial', 'final']","['financial', 'final', 'finagle', 'facial', 'biracial']",['financial'],"['financial', 'final', 'finagle', 'facial', 'biracial']"
househeld,household,category than cars cosmetical or ***mask*** products often have exagerating advertisement,HH AW S HH EH L D,"['household', 'householder', 'households']",['household'],"['households', 'household', 'householder']","['household', 'households', 'householder']",['household'],"['household', 'households', 'householder']"
exagerating,exaggerating,or househeld products often have ***mask*** advertisement in one advertisement a,IH G Z AE JH ER EY T IH NG,"['exaggerating', 'exaggerated', 'exaggerates', 'exhilarating', 'exonerating', 'exaggerated', 'exacerbating', 'exasperating', 'exaggerate']",['exaggerating'],"['exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerated', 'exaggerates', 'exacerbating']","['exaggerated', 'exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerates', 'exacerbating']",['exaggerating'],"['exaggerated', 'exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerates', 'exacerbating']"
knews,knew,market first of all everzbodz ***mask*** that the reason for advertisement,N UW Z,"['news', 'nous', 'noose', 'moos', 'nude', 'knows', 'nose', 'noes', 'shoes', 'noise', 'noyes']","['knew', 'knees', 'news', 'knows']","['noes', 'news', 'nous', 'nude', 'moos', 'shoes', 'noose', 'noise', 'knows', 'noyes', 'nose', 'knew', 'knees']","['knows', 'noes', 'nous', 'noose', 'noyes', 'news', 'moos', 'shoes', 'noise', 'nose', 'nude']","['knows', 'knew', 'news', 'knees']","['knows', 'knew', 'noes', 'nous', 'noose', 'noyes', 'news', 'moos', 'shoes', 'noise', 'nose', 'nude', 'knees']"
diffrrent,different,a lot a products with ***mask*** values on the market first,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deferment', 'deterrent', 'deference', 'difference', 'diffract', 'deficient']",['different'],"['defiant', 'deference', 'deficient', 'deterrent', 'difference', 'diffract', 'different', 'deferment']","['different', 'difference', 'defiant', 'deference', 'deficient', 'deferment', 'diffract', 'deterrent']",['different'],"['different', 'difference', 'defiant', 'deference', 'deficient', 'deferment', 'diffract', 'deterrent']"
hightechnological,highly technological,benz advertisement we can see ***mask*** and beautiful car with many,HH AY T EH K N AH L AA JH IH K AH L,"['biotechnological', 'technological']",['hightechnological'],"['technological', 'hightechnological', 'biotechnological']","['technological', 'biotechnological']",['hightechnological'],"['hightechnological', 'technological', 'biotechnological']"
esssay,essay,needs to be examined this ***mask*** deals with a broad description,EH S EY,"['essay', 'essay', 'essie', 'est', 'assayer', 'assay', 'airway', 'rest', 'wrest', 'arrest']",['essay'],"['est', 'assay', 'rest', 'essie', 'essay', 'wrest', 'arrest', 'airway', 'assayer']","['essay', 'rest', 'arrest', 'airway', 'assay', 'assayer', 'essie', 'wrest', 'est']",['essay'],"['essay', 'rest', 'arrest', 'airway', 'assay', 'assayer', 'essie', 'wrest', 'est']"
philanthroposy,philanthropist,and stick or through normal ***mask*** these skills would truly broaden,F IH L AE N TH R AH P OW Z IY,['philanthropy'],"['philanthropy', 'philanthropist']","['philanthropy', 'philanthropist']",['philanthropy'],"['philanthropist', 'philanthropy']","['philanthropist', 'philanthropy']"
succedd,succeed,introdcution it is vital to ***mask*** academically due to these hints,S AH K S T,"['sexed', 'suckers', 'huckster', 'sickest', 'sixth', 'syrups', 'sucks', 'sucked', 'fixed', 'suckered']",['succeed'],"['sexed', 'suckered', 'suckers', 'sixth', 'sickest', 'succeed', 'sucked', 'huckster', 'syrups', 'sucks', 'fixed']","['sixth', 'sexed', 'huckster', 'syrups', 'suckered', 'suckers', 'sucked', 'sickest', 'fixed', 'sucks']",['succeed'],"['succeed', 'sixth', 'sexed', 'huckster', 'syrups', 'suckers', 'suckered', 'sucked', 'sickest', 'fixed', 'sucks']"
assigment,assignment,easily link it to our ***mask*** thus what happens to those,AH S IH G M AH N T,"['sigmund', 'segment', 'assessment', 'assignment', 'assistant', 'ligament', 'agreement', 'segments']",['assignment'],"['segment', 'assignment', 'agreement', 'ligament', 'segments', 'assessment', 'assistant', 'sigmund']","['agreement', 'assignment', 'assistant', 'segment', 'sigmund', 'segments', 'assessment', 'ligament']",['assignment'],"['agreement', 'assignment', 'assistant', 'segment', 'sigmund', 'segments', 'assessment', 'ligament']"
univerity,university,fact that you attended a ***mask*** that did allow you to,Y UW N AH V EH R AH T IY,['university'],['university'],['university'],['university'],['university'],['university']
introdcution,introduction,each day referring to my ***mask*** it is vital to succedd,IH N T R AH D K Y UW SH AH N,[''],['introduction'],['introduction'],[''],['introduction'],['introduction']
shedules,schedules,to meet their targets via ***mask*** and agendas maybe these business,SH EH JH UW L Z,"['nodules', 'modules', 'shekels', 'schedules', 'shelters', 'jewels', 'jules', 'joules', 'shells']",['schedules'],"['modules', 'jules', 'schedules', 'joules', 'shekels', 'shelters', 'jewels', 'shells', 'nodules']","['schedules', 'jewels', 'shelters', 'shells', 'modules', 'nodules', 'jules', 'shekels', 'joules']",['schedules'],"['schedules', 'jewels', 'shelters', 'shells', 'modules', 'nodules', 'jules', 'shekels', 'joules']"
obesety,obesity,today is the problem of ***mask*** in sociey in most developped,OW B IY S IH T IY,"['obesity', 'obesity']",['obesity'],['obesity'],['obesity'],['obesity'],['obesity']
developping,developing,trying to find alternative by ***mask*** more natural and environment friendly,D IH V EH L AH P IH NG,"['developing', 'develops', 'developed', 'developer', 'enveloping', 'developers', 'develop']",['developing'],"['developers', 'enveloping', 'develops', 'developing', 'developer', 'develop', 'developed']","['developing', 'develop', 'developed', 'enveloping', 'developers', 'develops', 'developer']",['developing'],"['developing', 'develop', 'developed', 'enveloping', 'developers', 'develops', 'developer']"
tweny,twenty,and common over the past ***mask*** years it is unlikely to,T W EH N IY,"['winery', 'twenty', 'whiny', 'trainee', 'twinge', 'twins', 'sweeney', 'sweeny', 'twiggy', 'twined']","['teeny', 'twenty', 'twent', 'twen']","['sweeny', 'twenty', 'twiggy', 'twen', 'twins', 'sweeney', 'twined', 'twent', 'whiny', 'trainee', 'winery', 'twinge', 'teeny']","['twenty', 'twiggy', 'sweeny', 'whiny', 'twined', 'twinge', 'trainee', 'winery', 'twins', 'sweeney']","['twenty', 'twen', 'twent', 'teeny']","['twenty', 'twiggy', 'twen', 'twent', 'sweeny', 'whiny', 'teeny', 'twined', 'twinge', 'trainee', 'winery', 'twins', 'sweeney']"
simplz,simple,likely to drive a car ***mask*** because it is more convenient,S IH M P L Z,"['simpler', 'simply', 'samplers', 'samples', 'symbols', 'cymbals', 'pimples', 'smells', 'sampler', 'dimples']","['simple', 'simply']","['samplers', 'pimples', 'simple', 'simpler', 'sampler', 'symbols', 'smells', 'simply', 'cymbals', 'samples', 'dimples']","['simply', 'simpler', 'dimples', 'pimples', 'samples', 'samplers', 'sampler', 'cymbals', 'smells', 'symbols']","['simply', 'simple']","['simply', 'simpler', 'simple', 'dimples', 'pimples', 'samples', 'samplers', 'sampler', 'cymbals', 'smells', 'symbols']"
peolpe,people,sociey in most developped countries ***mask*** are getting bigger and bigger,P IY OW L P IY,"['parolee', 'parolees', 'poultry']",['people'],"['parolee', 'people', 'poultry', 'parolees']","['poultry', 'parolee', 'parolees']",['people'],"['people', 'poultry', 'parolee', 'parolees']"
sociey,society,the problem of obesety in ***mask*** in most developped countries peolpe,S AH S IY,"['sissy', 'sassy', 'saucy', 'fussy', 'sully', 'sunny', 'sonny', 'hussy', 'saucier', 'summary']",['society'],"['society', 'sissy', 'hussy', 'fussy', 'sunny', 'summary', 'sonny', 'sully', 'sassy', 'saucier', 'saucy']","['summary', 'saucier', 'saucy', 'sully', 'sissy', 'sunny', 'sonny', 'hussy', 'fussy', 'sassy']",['society'],"['society', 'summary', 'saucy', 'saucier', 'sully', 'sissy', 'sunny', 'sonny', 'hussy', 'fussy', 'sassy']"
bz,by,posess their first own car ***mask*** the age of sixteen another,B IY T IY Z IY,"['beaters', 'breezy', 'booties', 'wheaties', 'beatles', 'beetles', 'batteries', 'beatings', 'meteors', 'beastly']","['b+', 'bg', 'bt', 'bc', 'bq', 'nz', 'bn', 'bf', 'b', 'yz', 'dz', 'bp', 'b.', 'bx', 'bd', 'baz', 'b1', 'by', 'zz', 'bzw', 'ba', 'hz', 'b6', 'b4', 'lz', 'bo', 'bw', 'bb', 'be', 'boz', 'b9', 'bl', 'bu', 'bh', 'b5', 'bs', 'sz', 'b-', 'mz', 'xz', 'bj', 'bv', 'b8', 'bk', 'b2', 'bkz', 'bzz', 'b7', 'bm', 'bez', 'biz', 'iz', 'b3', 'z', 'br', 'bi', 'oz']","['batteries', 'bq', 'bf', 'b', 'yz', 'bp', 'b.', 'baz', 'b1', 'zz', 'ba', 'b6', 'lz', 'booties', 'bw', 'bb', 'be', 'boz', 'bl', 'bh', 'bs', 'sz', 'b-', 'mz', 'breezy', 'b2', 'bkz', 'bez', 'biz', 'iz', 'b3', 'beetles', 'z', 'br', 'bu', 'bi', 'oz', 'bg', 'b+', 'wheaties', 'bc', 'bt', 'nz', 'bn', 'dz', 'beatles', 'bx', 'bd', 'by', 'bzw', 'hz', 'b4', 'bo', 'b9', 'b5', 'xz', 'bj', 'bv', 'b8', 'bk', 'b7', 'bm', 'meteors', 'beastly', 'beaters', 'beatings', 'bzz']","['beatings', 'beaters', 'beastly', 'booties', 'batteries', 'beetles', 'wheaties', 'breezy', 'beatles', 'meteors']","['by', 'be', 'bez', 'xz', 'iz', 'yz', 'b+', 'bq', 'b', 'b.', 'bx', 'bd', 'bzw', 'b6', 'b4', 'bw', 'b9', 'bl', 'bh', 'b5', 'b-', 'bj', 'bv', 'b8', 'b2', 'b7', 'bm', 'b3', 'bzz', 'bg', 'sz', 'zz', 'z', 'dz', 'br', 'bb', 'baz', 'ba', 'lz', 'bs', 'bu', 'mz', 'bo', 'boz', 'bt', 'bc', 'nz', 'bf', 'bi', 'biz', 'b1', 'bp', 'oz', 'hz', 'bk', 'bkz', 'bn']","['by', 'be', 'bez', 'xz', 'iz', 'yz', 'b+', 'bg', 'bq', 'b', 'b.', 'bx', 'bd', 'bzw', 'b6', 'b4', 'bw', 'bl', 'b9', 'bh', 'b5', 'b-', 'bj', 'bv', 'b8', 'b2', 'bzz', 'b7', 'bm', 'b3', 'sz', 'zz', 'z', 'dz', 'br', 'bb', 'baz', 'ba', 'lz', 'bs', 'bu', 'mz', 'beatings', 'bo', 'boz', 'bt', 'beaters', 'bc', 'nz', 'beastly', 'bf', 'biz', 'bi', 'b1', 'bp', 'oz', 'booties', 'batteries', 'beetles', 'wheaties', 'breezy', 'hz', 'beatles', 'bk', 'bkz', 'bn', 'meteors']"
exmaple,example,this is not a typical ***mask*** if you compare it to,EH K S M EY P AH L,[''],['example'],['example'],[''],['example'],['example']
tabus,taboo,topics like abortion which were ***mask*** at that time in the,T AE B IH S,"['tabbing', 'travis', 'debus', 'tabs', 'taboos', 'taps', 'tennis', 'dabbing', 'tabitha', 'rabbit']","['talus', 'tabs', 'tagus']","['taps', 'tabs', 'dabbing', 'taboos', 'travis', 'debus', 'tagus', 'talus', 'tabbing', 'tennis', 'tabitha', 'rabbit']","['taboos', 'debus', 'tennis', 'dabbing', 'tabitha', 'tabs', 'tabbing', 'rabbit', 'taps', 'travis']","['tabs', 'tagus', 'talus']","['taboos', 'debus', 'tennis', 'dabbing', 'tabitha', 'tabs', 'tabbing', 'tagus', 'rabbit', 'talus', 'taps', 'travis']"
musicans,musicians,one of the most famous ***mask*** of all times but she,M Y UW Z IH K AH N Z,"['musicals', 'musicians', 'munitions', 'musical', 'musician']","['musicals', 'musicians']","['musician', 'musical', 'musicals', 'munitions', 'musicians']","['musicians', 'musicals', 'musician', 'musical', 'munitions']","['musicians', 'musicals']","['musicians', 'musicals', 'musician', 'musical', 'munitions']"
appeard,appears,woman in music business who ***mask*** on videos not wearing much,AH P IH R D,"['appeared', 'appears', 'amid', 'paired', 'pared', 'apart', 'beard', 'appealed', 'feared', 'appear']","['appears', 'appeared', 'appear']","['appeared', 'feared', 'apart', 'amid', 'appear', 'pared', 'paired', 'appears', 'beard', 'appealed']","['appears', 'appeared', 'appear', 'paired', 'beard', 'appealed', 'pared', 'feared', 'apart', 'amid']","['appears', 'appeared', 'appear']","['appears', 'appeared', 'appear', 'paired', 'beard', 'appealed', 'pared', 'feared', 'apart', 'amid']"
knowlegde,knowledge,not necessarily deep level of ***mask*** is completely underestimated whereas exactly,N AA L EH G D,"['allegra', 'legged']",['knowledge'],"['legged', 'allegra', 'knowledge']","['allegra', 'legged']",['knowledge'],"['knowledge', 'allegra', 'legged']"
conveighed,conveyed,ideal of humanistic teaching principles ***mask*** by and kept alive almost,K AH N V EY D,"['conveyed', 'conveyor', 'conveys', 'confide', 'converged', 'convert', 'conferred', 'convey', 'converge', 'convene']",['converged'],"['confide', 'convene', 'conferred', 'conveys', 'conveyor', 'convert', 'converge', 'convey', 'conveyed', 'converged']","['conveyed', 'conveys', 'conveyor', 'convey', 'conferred', 'converge', 'converged', 'confide', 'convene', 'convert']",['converged'],"['conveyed', 'conveyor', 'conveys', 'convey', 'conferred', 'converged', 'converge', 'confide', 'convene', 'convert']"
praized,praised,several subjects are often highly ***mask*** but they are rare and,P R EY Z D,"['praised', 'phrased', 'braised', 'prayers', 'crazed', 'grazed', 'phased', 'fazed', 'appraise', 'posed']","['praised', 'prized']","['fazed', 'phased', 'praised', 'appraise', 'crazed', 'prized', 'prayers', 'posed', 'phrased', 'grazed', 'braised']","['praised', 'posed', 'grazed', 'prayers', 'phrased', 'fazed', 'braised', 'crazed', 'phased', 'appraise']","['prized', 'praised']","['prized', 'praised', 'posed', 'grazed', 'prayers', 'phrased', 'fazed', 'braised', 'crazed', 'phased', 'appraise']"
concurate,compete,the people older people can ***mask*** with young people basically by,K AA N K Y ER AH T,['inaccurate'],"['consulate', 'conjugate', 'concrete']","['consulate', 'conjugate', 'concrete', 'inaccurate']",['inaccurate'],"['conjugate', 'concrete', 'consulate']","['conjugate', 'concrete', 'consulate', 'inaccurate']"
enoying,enjoying,another example for older people ***mask*** their life when i go,IH N OY IH NG,"['annoying', 'inching', 'renewing', 'inning', 'knowing', 'rinsing', 'injuring', 'inferring', 'incurring', 'gnawing']","['enjoying', 'envying']","['inferring', 'renewing', 'knowing', 'inning', 'annoying', 'injuring', 'gnawing', 'incurring', 'rinsing', 'enjoying', 'envying', 'inching']","['inferring', 'knowing', 'renewing', 'inning', 'annoying', 'rinsing', 'injuring', 'gnawing', 'incurring', 'inching']","['enjoying', 'envying']","['inferring', 'enjoying', 'knowing', 'renewing', 'envying', 'inning', 'annoying', 'rinsing', 'injuring', 'gnawing', 'incurring', 'inching']"
porcentage,percentage,have his group a high ***mask*** of culture influence and not,P AO R S EH N IH JH,"['parsonage', 'percentage']",['percentage'],"['parsonage', 'percentage']","['percentage', 'parsonage']",['percentage'],"['percentage', 'parsonage']"
depende,depend,own time and do not ***mask*** on other members of the,D IH P EH N D,"['depend', 'defend', 'descend', 'defender', 'defined', 'repent', 'deepened', 'depends', 'descent', 'dissent']","['depended', 'depends', 'depend']","['depended', 'defined', 'deepened', 'depends', 'dissent', 'descent', 'depend', 'defender', 'descend', 'repent', 'defend']","['depend', 'depends', 'descend', 'repent', 'dissent', 'defend', 'descent', 'defender', 'defined', 'deepened']","['depend', 'depends', 'depended']","['depend', 'depends', 'depended', 'descend', 'repent', 'dissent', 'defend', 'descent', 'defender', 'defined', 'deepened']"
carater,character,open minden with a flexible ***mask*** and a long time of,K EH R AH T ER,"['carrots', 'carats', 'carrot', 'parrot', 'ferret', 'beret', 'creditor', 'carol', 'carroll', 'carole', 'caryl']","['crater', 'carter']","['carroll', 'parrot', 'carole', 'carter', 'creditor', 'crater', 'carrots', 'carol', 'caryl', 'carats', 'ferret', 'carrot', 'beret']","['carrots', 'carrot', 'creditor', 'beret', 'parrot', 'carole', 'caryl', 'ferret', 'carats', 'carol', 'carroll']","['carter', 'crater']","['carrots', 'carrot', 'creditor', 'beret', 'parrot', 'carole', 'carter', 'caryl', 'ferret', 'carats', 'carol', 'crater', 'carroll']"
caracter,character,think it depends on the ***mask*** of the person who travels,K EH R AH K T ER,"['character', 'carat', 'carrot', 'karat', 'characters', 'collector', 'carrots', 'carats', 'connector', 'caretaker']",['character'],"['karat', 'carrots', 'caretaker', 'carrot', 'carats', 'carat', 'characters', 'character', 'collector', 'connector']","['character', 'characters', 'karat', 'caretaker', 'carats', 'carat', 'connector', 'collector', 'carrots', 'carrot']",['character'],"['character', 'characters', 'karat', 'caretaker', 'carats', 'carat', 'connector', 'collector', 'carrots', 'carrot']"
expierence,expierince,guide and alone an unforgetable ***mask*** if you are alone you,EH K S P IY EH R AH N S,[''],['experience'],['experience'],[''],['experience'],['experience']
repsonsible,responsible,academic topics is needed for ***mask*** jobs such as politicans or,R EH P S AA N S AH B AH L,['responsible'],"['responsible', 'reponsible']","['responsible', 'reponsible']",['responsible'],"['responsible', 'reponsible']","['responsible', 'reponsible']"
proffessors,professors,and very detailed as well ***mask*** or just a regular teacher,P R AA F AH S ER Z,"['prophesies', 'prophecies', 'prophecy', 'professors', 'prophesied', 'processors', 'prophesied', 'promises', 'prophets', 'prophetess']",['professors'],"['promises', 'prophecy', 'professors', 'prophetess', 'prophesied', 'prophesies', 'prophecies', 'prophets', 'processors']","['professors', 'promises', 'prophecy', 'prophets', 'prophesied', 'prophesies', 'prophecies', 'prophetess', 'processors']",['professors'],"['professors', 'promises', 'prophecy', 'prophets', 'prophesied', 'prophesies', 'prophecies', 'prophetess', 'processors']"
repatative,reparative,about chemistry when they do ***mask*** work such as reproduce specific,R EH P AH T EY T IH V,"['meditative', 'vegetative']",['reparative'],"['vegetative', 'reparative', 'meditative']","['meditative', 'vegetative']",['reparative'],"['reparative', 'meditative', 'vegetative']"
jobworld,job world,huge differences of our modern ***mask*** as i mentioned before it,JH AA B W ER L D,[''],['jobworld'],['jobworld'],[''],['jobworld'],['jobworld']
existened,existed,all details and all information ***mask*** on one specific issue people,IH G Z IH S AH N D,"['examined', 'glistened', 'existed', 'existence', 'exhaustion']","['moistened', 'existents', 'glistened', 'existences', 'listened', 'existent', 'existence', 'existed']","['moistened', 'existents', 'glistened', 'examined', 'exhaustion', 'existences', 'listened', 'existent', 'existence', 'existed']","['existed', 'examined', 'existence', 'exhaustion', 'glistened']","['existed', 'existences', 'existence', 'existents', 'existent', 'moistened', 'listened', 'glistened']","['existed', 'examined', 'existences', 'existence', 'existents', 'existent', 'exhaustion', 'moistened', 'listened', 'glistened']"
politicans,politicians,for repsonsible jobs such as ***mask*** or higher managers in some,P AH L IH T IH K AH N Z,"['politicos', 'politically', 'political']",['politicans'],"['politicans', 'politicos', 'politically', 'political']","['political', 'politically', 'politicos']",['politicans'],"['political', 'politically', 'politicans', 'politicos']"
