Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
knowlege,knowledge,to become a generalisit you should study several subjects to approach a wide horizont of ***mask*** unfortunately at the beginning of a study many students are unsure what directions they should,N AA L AH JH,"['knowledge', 'knowledge', 'mileage', 'college', 'village', 'nolan', 'homage', 'solid', 'wattage', 'nodded']",['knowledge'],"['solid', 'mileage', 'nodded', 'homage', 'knowledge', 'nolan', 'wattage', 'college', 'village']","['knowledge', 'college', 'village', 'nodded', 'solid', 'nolan', 'homage', 'wattage', 'mileage']",['knowledge'],"['knowledge', 'college', 'village', 'nodded', 'solid', 'nolan', 'homage', 'wattage', 'mileage']"
generalist,general,expert in one specific subject or knowledge area or do you prefere to become a ***mask*** person who knows many different things about different subjects but majorly on a high level,JH EH N ER AH L IH S T,"['generalist', 'journalist', 'generalists', 'gentlest', 'federalist', 'generalship']",['generalist'],"['journalist', 'generalist', 'gentlest', 'generalists', 'generalship', 'federalist']","['generalist', 'generalists', 'gentlest', 'journalist', 'federalist', 'generalship']",['generalist'],"['generalist', 'generalists', 'gentlest', 'journalist', 'federalist', 'generalship']"
manlyness,manliness,have of themselves commercials for beer for example usually try to convey a sense of ***mask*** to the watcher men usually feel that this kind of beer will make them seem,M AE N L IY N AH S,"['loneliness', 'timeliness', 'malvinas']",['manliness'],"['malvinas', 'manliness', 'timeliness', 'loneliness']","['loneliness', 'timeliness', 'malvinas']",['manliness'],"['loneliness', 'manliness', 'timeliness', 'malvinas']"
knowbody,nobody,view i think it is better to enjoy your life as long as you can ***mask*** knows what tomorrow will be i heard about a lot of people who were postponing,N OW B AA D IY,"['nobody', 'nobody', 'nobodies', 'peabody', 'embody', 'nobodies', 'body']",['nobody'],"['body', 'nobody', 'peabody', 'nobodies', 'embody']","['nobody', 'nobodies', 'embody', 'body', 'peabody']",['nobody'],"['nobody', 'nobodies', 'embody', 'body', 'peabody']"
geman,german,a student in a history class has the task to think about the way the ***mask*** people must have felt at the end of the second world war and works out,G IY M AH N,"['gammon', 'demon', 'daemon', 'lehman', 'leman', 'semen', 'seaman', 'seamen', 'riemann', 'grumman']","['german', 'gehan', 'leman']","['german', 'seamen', 'lehman', 'gammon', 'seaman', 'gehan', 'demon', 'grumman', 'leman', 'riemann', 'daemon', 'semen']","['leman', 'daemon', 'gammon', 'riemann', 'semen', 'lehman', 'demon', 'grumman', 'seamen', 'seaman']","['german', 'leman', 'gehan']","['german', 'leman', 'daemon', 'gammon', 'riemann', 'semen', 'gehan', 'lehman', 'demon', 'grumman', 'seamen', 'seaman']"
transparancy,transparency,i wo agree with the statement in the time of internet there is a high ***mask*** concerning the quality of goods statements of people who used the product could be looked,T R AE N S P EH R AH N S IY,"['transparency', 'transparencies', 'transparently', 'transparent']",['transparency'],"['transparencies', 'transparent', 'transparently', 'transparency']","['transparency', 'transparently', 'transparent', 'transparencies']",['transparency'],"['transparency', 'transparently', 'transparent', 'transparencies']"
stiftung,shifting,enterprise could be kicked out of business furthermore there are several institutions like the german ***mask*** warentest which test products to give a neutral statement and people give much upon their,S T IH F T AH NG,"['stiffening', 'stiffener', 'sifting', 'stiffen', 'stiffness', 'stiffening', 'stiffed']",['stiftung'],"['stiffness', 'stiffed', 'stiftung', 'sifting', 'stiffener', 'stiffen', 'stiffening']","['sifting', 'stiffener', 'stiffen', 'stiffening', 'stiffness', 'stiffed']",['stiftung'],"['sifting', 'stiftung', 'stiffener', 'stiffen', 'stiffening', 'stiffness', 'stiffed']"
exageration,exaggeration,businesses is more difficult so there is only a small path between what is legal ***mask*** and what is illegal cheating so the risk to harm the business for an enterprise,IH G Z AE JH ER EY SH AH N,"['exaggeration', 'exaggerations', 'exhilaration', 'exoneration', 'exaggerated', 'exacerbation']",['exaggeration'],"['exacerbation', 'exoneration', 'exaggeration', 'exaggerated', 'exhilaration', 'exaggerations']","['exaggeration', 'exhilaration', 'exacerbation', 'exoneration', 'exaggerations', 'exaggerated']",['exaggeration'],"['exaggeration', 'exhilaration', 'exacerbation', 'exoneration', 'exaggerations', 'exaggerated']"
occures,occurs,cars are still not very environmental friendly when the petrol is burned many dangerouse toxics ***mask*** beneath the climbing rate of cars also the environmental awarness in the minds of the,AH K Y UH R Z,"['accuse', 'cures', 'cured', 'secures', 'curie', 'curie', 'cure', 'accuser', 'accrues', 'matures']","['occured', 'occurs']","['cure', 'cured', 'accuse', 'matures', 'accuser', 'occurs', 'cures', 'curie', 'accrues', 'secures', 'occured']","['matures', 'secures', 'cure', 'cures', 'accuse', 'accuser', 'accrues', 'curie', 'cured']","['occured', 'occurs']","['occured', 'occurs', 'matures', 'secures', 'cure', 'cures', 'accuse', 'accuser', 'accrues', 'curie', 'cured']"
possibilitys,possibility,eigthteen years get immediatly a car in the same way the use of other traffic ***mask*** such as the bus or a train goes back but what will be in the,P AA S AH B IH L AH T IY Z,"['possibilities', 'probabilities', 'possibility', 'disabilities', 'capabilities', 'probability']",['possibility'],"['probability', 'capabilities', 'probabilities', 'possibilities', 'disabilities', 'possibility']","['possibilities', 'possibility', 'probabilities', 'capabilities', 'probability', 'disabilities']",['possibility'],"['possibilities', 'possibility', 'probabilities', 'capabilities', 'probability', 'disabilities']"
eigthteen,eighteen,industrial countrys nowadays nearly every household has one or more cars the new drivers with ***mask*** years get immediatly a car in the same way the use of other traffic possibilitys,EY T TH IY N,"['eighteen', 'eighteen', 'athena', 'atria', 'aegean', 'alien', 'ethene', 'avian', 'aten', 'athene']",['eighteen'],"['ethene', 'athene', 'aten', 'athena', 'aegean', 'alien', 'avian', 'eighteen', 'atria']","['eighteen', 'athene', 'atria', 'aegean', 'avian', 'alien', 'ethene', 'athena', 'aten']",['eighteen'],"['eighteen', 'athene', 'atria', 'aegean', 'avian', 'alien', 'ethene', 'athena', 'aten']"
expencive,expensive,getting more and more important for work and also for prestige furthermore it is less ***mask*** to go by car then by train or bus even if the petrol prices have,IH K S P EH N S IH V,"['expensive', 'expansive', 'expenses', 'extensive', 'expanses', 'expended', 'expressive', 'explosive', 'responsive', 'expresses']",['expensive'],"['expended', 'expenses', 'expresses', 'expansive', 'extensive', 'expensive', 'expressive', 'responsive', 'expanses', 'explosive']","['expensive', 'expenses', 'expressive', 'extensive', 'responsive', 'explosive', 'expansive', 'expresses', 'expanses', 'expended']",['expensive'],"['expensive', 'expenses', 'expressive', 'extensive', 'responsive', 'explosive', 'expansive', 'expresses', 'expanses', 'expended']"
modells,models,more cars in the future for instance the faster creation and building of new car ***mask*** the high variation of cars increases the choice and let the prices fall down it,M AA D AH L Z,"['models', 'muddles', 'medals', 'mandala', 'marbles', 'morals', 'marvels', 'marshals', 'metals', 'mottled']",['models'],"['models', 'medals', 'mottled', 'metals', 'mandala', 'marshals', 'marbles', 'morals', 'marvels', 'muddles']","['models', 'metals', 'mottled', 'marvels', 'muddles', 'medals', 'marbles', 'morals', 'marshals', 'mandala']",['models'],"['models', 'metals', 'mottled', 'marvels', 'muddles', 'medals', 'marbles', 'morals', 'marshals', 'mandala']"
awarness,awareness,is burned many dangerouse toxics occures beneath the climbing rate of cars also the environmental ***mask*** in the minds of the people increases that could be a reason why they could,AH W AO R N AH S,"['awareness', 'amorphous', 'walrus', 'warrants', 'weirdness', 'weariness', 'aquinas', 'hoarseness', 'walnuts', 'shortness']",['awareness'],"['awareness', 'warrants', 'hoarseness', 'walnuts', 'shortness', 'aquinas', 'weariness', 'walrus', 'weirdness', 'amorphous']","['awareness', 'weirdness', 'weariness', 'aquinas', 'shortness', 'warrants', 'walrus', 'amorphous', 'walnuts', 'hoarseness']",['awareness'],"['awareness', 'weirdness', 'weariness', 'aquinas', 'shortness', 'warrants', 'walrus', 'amorphous', 'walnuts', 'hoarseness']"
petrole,petrol,end all the cars are getting more friendly for the environment and they use less ***mask*** than in former times there are even cars that works with solar cells to conclude,P EH T R OW L IY,"['petrol', 'patrols', 'patrolled', 'petrels', 'patrol', 'narrowly', 'enrollee', 'petrie']","['petrols', 'petrol', 'petiole']","['patrolled', 'enrollee', 'patrol', 'petrie', 'petrol', 'petrels', 'petrols', 'patrols', 'narrowly', 'petiole']","['petrol', 'petrie', 'petrels', 'patrols', 'patrolled', 'patrol', 'narrowly', 'enrollee']","['petrols', 'petrol', 'petiole']","['petrol', 'petrols', 'petrie', 'petrels', 'petiole', 'patrols', 'patrolled', 'patrol', 'narrowly', 'enrollee']"
suppleys,supplies,prices fall down it is becoming easier to buy a car because there are many ***mask*** for the customers to finance a new car to own a car is getting more,S AH P L IY Z,"['supplies', 'suppliers', 'sublease', 'sprees', 'surprise', 'supplied', 'couplers', 'supreme', 'spleen', 'sallies']","['supplies', 'suppers', 'supple', 'supply', 'suppress', 'suppliers']","['supplies', 'suppers', 'surprise', 'spleen', 'supple', 'sallies', 'supply', 'sprees', 'sublease', 'supreme', 'suppress', 'couplers', 'supplied', 'suppliers']","['suppliers', 'supplies', 'sublease', 'surprise', 'supplied', 'sallies', 'supreme', 'couplers', 'spleen', 'sprees']","['suppliers', 'supplies', 'supply', 'supple', 'suppress', 'suppers']","['suppliers', 'supplies', 'supply', 'sublease', 'surprise', 'supplied', 'supple', 'sallies', 'supreme', 'couplers', 'spleen', 'sprees', 'suppress', 'suppers']"
puplic,public,minds of the people increases that could be a reason why they could change to ***mask*** traffic again or share their cars with family members or friend the automobile sector works,P AH P L IH K,"['public', 'peptic', 'poplin', 'purplish', 'publish', 'coupling', 'puzzling', 'puppet', 'uptick', 'pelvic']",['public'],"['pelvic', 'poplin', 'coupling', 'peptic', 'uptick', 'purplish', 'public', 'puppet', 'publish', 'puzzling']","['public', 'uptick', 'poplin', 'publish', 'puppet', 'pelvic', 'peptic', 'purplish', 'puzzling', 'coupling']",['public'],"['public', 'uptick', 'poplin', 'publish', 'puppet', 'pelvic', 'peptic', 'purplish', 'puzzling', 'coupling']"
dangerouse,dangerous,much dirt cars are still not very environmental friendly when the petrol is burned many ***mask*** toxics occures beneath the climbing rate of cars also the environmental awarness in the minds,D EY N JH ER AW S,"['dangerous', 'dangers', 'danger']",['dangerous'],"['danger', 'dangers', 'dangerous']","['dangerous', 'danger', 'dangers']",['dangerous'],"['dangerous', 'danger', 'dangers']"
recepy,recipe,examples for people who know how to do well because they stick to the basic ***mask*** of the beverage known as coca cola at the same time coca cola tries to,R IY S P IY,"['raspy', 'espy', 'recipe', 'risky', 'wispy', 'rusty', 'rasped', 'rasps', 'gaspe', 'reset', 'reset']","['reedy', 'precept', 'weepy', 'recess', 'recent', 'reeky', 'recency', 'creepy', 'recap', 'recede', 'recipe', 'remedy', 'receipt']","['reedy', 'wispy', 'espy', 'raspy', 'weepy', 'recess', 'recency', 'recap', 'recede', 'remedy', 'rasps', 'gaspe', 'reset', 'rasped', 'precept', 'risky', 'rusty', 'recent', 'reeky', 'creepy', 'recipe', 'receipt']","['recipe', 'espy', 'raspy', 'rasps', 'rusty', 'wispy', 'rasped', 'gaspe', 'risky', 'reset']","['recipe', 'remedy', 'precept', 'receipt', 'recency', 'recap', 'recede', 'reedy', 'reeky', 'recess', 'creepy', 'recent', 'weepy']","['recipe', 'espy', 'remedy', 'precept', 'receipt', 'recency', 'recap', 'recede', 'raspy', 'rasps', 'reedy', 'reeky', 'rusty', 'wispy', 'recess', 'rasped', 'gaspe', 'risky', 'creepy', 'recent', 'weepy', 'reset']"
tasts,taste,same time coca cola tries to do new things and takes risks by mixing new ***mask*** and flavours so success always is a mixture of both i believe to learn from,T AE S T S,"['tests', 'toasts', 'tastes', 'tasks', 'casts', 'castes', 'pasts', 'masts', 'lasts', 'fasts']","['tasty', 'tastes', 'tests', 'taste', 'lasts', 'tarts', 'tasks', 'casts', 'tats', 'masts', 'fasts', 'pasts', 'tass', 'toasts']","['tasty', 'tastes', 'lasts', 'casts', 'tats', 'masts', 'castes', 'tests', 'taste', 'tarts', 'tasks', 'fasts', 'pasts', 'tass', 'toasts']","['tastes', 'tests', 'tasks', 'lasts', 'castes', 'toasts', 'fasts', 'casts', 'pasts', 'masts']","['tastes', 'taste', 'tests', 'tasks', 'lasts', 'tasty', 'tats', 'tass', 'tarts', 'toasts', 'fasts', 'casts', 'pasts', 'masts']","['tastes', 'taste', 'tests', 'tasks', 'lasts', 'castes', 'tasty', 'tats', 'tass', 'tarts', 'toasts', 'fasts', 'casts', 'pasts', 'masts']"
oneselve,oneself,end up to be more successful than others nevertheless success always depends not just on ***mask*** but on a couple of features and factors for example the actings of others i,W AH N S EH L V,['oneself'],['oneself'],['oneself'],['oneself'],['oneself'],['oneself']
actings,acting,not just on oneselve but on a couple of features and factors for example the ***mask*** of others i believe the lonesome cowboy who is just doing things his way and,AE K T IH NG Z,"['actives', 'acting', 'workings', 'actors', 'ratings', 'writings', 'weightings', 'settings', 'meetings', 'cuttings']",['actings'],"['actives', 'actors', 'acting', 'cuttings', 'ratings', 'writings', 'weightings', 'settings', 'actings', 'meetings', 'workings']","['weightings', 'acting', 'ratings', 'writings', 'workings', 'settings', 'meetings', 'actors', 'cuttings', 'actives']",['actings'],"['weightings', 'acting', 'actings', 'ratings', 'writings', 'workings', 'settings', 'meetings', 'actors', 'cuttings', 'actives']"
citys,cities,cars are a third reason is that more and more people move into the big ***mask*** to get a job so there will be more people in the bigger cities of,S IH T IY Z,"['cities', 'series', 'ceres', 'sitters', 'ditties', 'sorties', 'pretties', 'citrine', 'stays', 'saudis']","['cites', 'city']","['stays', 'cities', 'pretties', 'ceres', 'cites', 'citrine', 'sitters', 'saudis', 'series', 'ditties', 'sorties', 'city']","['cities', 'stays', 'series', 'ditties', 'sorties', 'citrine', 'ceres', 'saudis', 'pretties', 'sitters']","['city', 'cites']","['cities', 'city', 'cites', 'stays', 'series', 'ditties', 'sorties', 'citrine', 'ceres', 'saudis', 'pretties', 'sitters']"
possibilitys,possibilities,think so because with the car you need su longer than if you user other ***mask*** because there a many traffic jams in bigger citys for example a friend of me,P AA S AH B IH L AH T IY Z,"['possibilities', 'probabilities', 'possibility', 'disabilities', 'capabilities', 'probability']",['possibility'],"['probability', 'capabilities', 'probabilities', 'possibilities', 'disabilities', 'possibility']","['possibilities', 'possibility', 'probabilities', 'capabilities', 'disabilities', 'probability']",['possibility'],"['possibilities', 'possibility', 'probabilities', 'capabilities', 'disabilities', 'probability']"
pesimistic,pessimistic,young people nowadays do not give enough time to helping their communities is a very ***mask*** statement it rather sounds to me as an exaggeration of the reality there are some,P EH Z AH M IH S T IH K,['pessimistic'],['pessimistic'],['pessimistic'],['pessimistic'],['pessimistic'],['pessimistic']
competetable,competative,more and more involved in activities to enhance their education state in order to remain ***mask*** for getting a job the market in our socity nowadays request more and more profitional,K AH M P EH T AH T AH B AH L,[''],['competetable'],['competetable'],[''],['competetable'],['competetable']
overgeneralized,over generalized,helping their communities keeping this reasons in mind i would say that this statement is ***mask*** and should not be evaluated as true in this form we should observe and study,OW V ER JH EH N ER AH L AY Z D,[''],['overgeneralized'],['overgeneralized'],[''],['overgeneralized'],['overgeneralized']
socity,society,education state in order to remain competetable for getting a job the market in our ***mask*** nowadays request more and more profitional and highly qualified people in order to follow the,S AA S AH T IY,"['ferocity', 'paucity', 'sesame', 'sicily', 'cicely', 'sanity', 'sodomy', 'polity', 'gossipy', 'sockets']",['society'],"['sanity', 'society', 'sicily', 'cicely', 'paucity', 'gossipy', 'ferocity', 'polity', 'sockets', 'sesame', 'sodomy']","['sicily', 'sodomy', 'sanity', 'gossipy', 'cicely', 'sesame', 'sockets', 'ferocity', 'paucity', 'polity']",['society'],"['society', 'sicily', 'sodomy', 'sanity', 'gossipy', 'cicely', 'sesame', 'sockets', 'ferocity', 'paucity', 'polity']"
mension,mention,the reality there are some hided aspects concerning to this topic which i want to ***mask*** in order to discuss this topic if you compare young people nowadays to the young,M EH N SH AH N,"['mention', 'mansion', 'tension', 'gentian', 'pension', 'menton', 'pensioner', 'mentioned', 'mentions', 'mennen']","['tension', 'mansion', 'pension', 'mention']","['tension', 'gentian', 'mennen', 'mention', 'pensioner', 'menton', 'mentioned', 'mansion', 'pension', 'mentions']","['mention', 'mentioned', 'mentions', 'tension', 'mennen', 'menton', 'gentian', 'pensioner', 'pension', 'mansion']","['mention', 'tension', 'pension', 'mansion']","['mention', 'mentioned', 'mentions', 'tension', 'mennen', 'menton', 'gentian', 'pensioner', 'pension', 'mansion']"
profitional,provisional,competetable for getting a job the market in our socity nowadays request more and more ***mask*** and highly qualified people in order to follow the stream of high technology given that,P R AH F IH SH AH N AH L,"['professional', 'provisional', 'processional', 'promotional', 'proficiency', 'traditional', 'professionals', 'professionally']","['provisional', 'positional', 'promotional']","['positional', 'proficiency', 'promotional', 'professional', 'traditional', 'professionals', 'professionally', 'processional', 'provisional']","['professionals', 'professional', 'professionally', 'traditional', 'proficiency', 'promotional', 'provisional', 'processional']","['promotional', 'positional', 'provisional']","['professionals', 'professional', 'professionally', 'traditional', 'proficiency', 'promotional', 'positional', 'provisional', 'processional']"
unpossible,impossible,changed comparing to last years rather the competition among people and the circumstances make it ***mask*** more difficult for young people to invest time for helping their communities keeping this reasons,AH N P AA S AH B AH L,"['impossible', 'unsaleable', 'unsuitable', 'possible']","['impossible', 'possible']","['unsuitable', 'possible', 'unsaleable', 'impossible']","['possible', 'unsaleable', 'impossible', 'unsuitable']","['possible', 'impossible']","['possible', 'unsaleable', 'impossible', 'unsuitable']"
enthausiastic,enthusiastic,so drastically there is much less time to help communities apparantly although young people are ***mask*** in helping their communities there will be no enough time to invest for this goal,EH N TH AW Z IY AE S T IH K,['enthusiastic'],['enthusiastic'],['enthusiastic'],['enthusiastic'],['enthusiastic'],['enthusiastic']
petroil,petrol,agree this each day you can read somewhere in the newspapers how the prices if ***mask*** increase from day to day petroil reached his highest price and there might be no,P EH T R OY L,"['petrol', 'petal', 'patrol', 'pennzoil', 'petra', 'petrie', 'peril', 'petrels', 'embroil', 'perrault']",['petrol'],"['embroil', 'perrault', 'patrol', 'petrie', 'petrol', 'pennzoil', 'petrels', 'peril', 'petra', 'petal']","['petrol', 'perrault', 'peril', 'embroil', 'petrie', 'petrels', 'petal', 'pennzoil', 'patrol', 'petra']",['petrol'],"['petrol', 'perrault', 'peril', 'embroil', 'petrie', 'petrels', 'petal', 'pennzoil', 'patrol', 'petra']"
drice,drive,the limited oil reserves which begin to reduce every hours it will be difficult to ***mask*** a car perhaps people will wake up and use the public transports like the bus,D R AY S,"['dries', 'trice', 'dress', 'dross', 'bryce', 'brice', 'dryers', 'dies', 'dyes', 'thrice']","['drive', 'drife', 'price', 'rice', 'dice', 'druce', 'brice', 'grice', 'trice']","['dries', 'price', 'dice', 'rice', 'bryce', 'druce', 'brice', 'dryers', 'trice', 'drive', 'drife', 'dross', 'dress', 'dies', 'dyes', 'grice', 'thrice']","['dryers', 'dyes', 'dress', 'dries', 'dross', 'brice', 'thrice', 'trice', 'bryce', 'dies']","['drive', 'price', 'drife', 'druce', 'brice', 'rice', 'grice', 'trice', 'dice']","['drive', 'dryers', 'dyes', 'price', 'dress', 'dries', 'drife', 'druce', 'dross', 'brice', 'thrice', 'rice', 'grice', 'trice', 'bryce', 'dies', 'dice']"
yearsthere,years there,i have a quite open opinion about the statement that in twenty ***mask*** will be fewer cars in use than there are today on the one hand,Y ER S TH IH R,['urethra'],['yearsthere'],"['urethra', 'yearsthere']",['urethra'],['yearsthere'],"['yearsthere', 'urethra']"
positon,position,of people cars are a symbol of standard and lifestyle they like to express their ***mask*** in the society some also dont want to give up driving a car because it,P AA Z AH T AH N,"['posited', 'positron', 'positive', 'parton', 'posits', 'poznan', 'posit']","['position', 'positron']","['posited', 'posits', 'positive', 'parton', 'position', 'posit', 'poznan', 'positron']","['parton', 'positive', 'posited', 'posits', 'posit', 'positron', 'poznan']","['position', 'positron']","['position', 'parton', 'positive', 'posited', 'posits', 'posit', 'positron', 'poznan']"
freetime,free time ,are many young people who do a lot without earing money for it in my ***mask*** i play handball in a club and every year we organize a big party where,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['freedom', 'retire', 'airtime', 'frito', 'anytime', 'freestyle', 'freetown', 'freemen', 'preterm']","['freeline', 'freebie']","['freedom', 'retire', 'airtime', 'frito', 'anytime', 'freestyle', 'freetown', 'freeline', 'freebie', 'freemen', 'preterm']"
oppertunity,opportunity,i decided that i make these social nine month these nine month gave me the ***mask*** to help old people speak and listen to him and to give them a good,AA P ER T UW N AH T IY,"['opportunity', 'opportunities', 'opportunist']",['opportunity'],"['opportunities', 'opportunity', 'opportunist']","['opportunity', 'opportunities', 'opportunist']",['opportunity'],"['opportunity', 'opportunities', 'opportunist']"
benedikt,benedict,visit in colone at the world child day over young people wanted to see pope ***mask*** that shows me that on the one hand religion is not dead insted it comes,B EH N AH D IH K T,"['benedict', 'bendix', 'benefit', 'benefits', 'bandicoot', 'benedictine']",['benedikt'],"['bendix', 'benedict', 'benedikt', 'bandicoot', 'benefit', 'benefits', 'benedictine']","['benedict', 'bandicoot', 'benedictine', 'benefits', 'benefit', 'bendix']",['benedikt'],"['benedict', 'benedikt', 'bandicoot', 'benedictine', 'benefits', 'benefit', 'bendix']"
understud,understood,as in the past even if the way young people chose is often not that ***mask*** as young people want to,AH N D ER S T AH D,"['understood', 'understate', 'understudy', 'underside', 'undersold', 'undersized', 'understand']",['understudy'],"['understand', 'undersized', 'understood', 'understate', 'undersold', 'understudy', 'underside']","['understood', 'understand', 'undersized', 'undersold', 'understate', 'understudy', 'underside']",['understudy'],"['understood', 'understand', 'undersized', 'undersold', 'understate', 'understudy', 'underside']"
tshirts,shirts,party is spend for the smalest children in the club they get new balls or ***mask*** all the money is spend for a good use here this is called social engagement,SH ER T S,"['shirts', 'shuts', 'sheets', 'shots', 'shoots', 'chutes', 'shouts', 'hurts', 'hertz', 'shorts']","['t-shirts', 'shirts']","['hertz', 'shuts', 'chutes', 'hurts', 't-shirts', 'shoots', 'shots', 'shorts', 'sheets', 'shouts', 'shirts']","['shots', 'shirts', 'shorts', 'sheets', 'hertz', 'shoots', 'shouts', 'hurts', 'shuts', 'chutes']","['shirts', 't-shirts']","['shots', 'shirts', 'shorts', 'sheets', 'hertz', 'shoots', 'shouts', 'hurts', 't-shirts', 'shuts', 'chutes']"
smalest,smallest,is very simple the money that is earned with this party is spend for the ***mask*** children in the club they get new balls or tshirts all the money is spend,S M EY L AH S T,"['smallest', 'simplest', 'smoothest', 'palest', 'slightest', 'slimmest', 'sleekest', 'sadist', 'safest', 'slickest']",['smallest'],"['safest', 'palest', 'slightest', 'simplest', 'smallest', 'smoothest', 'sleekest', 'sadist', 'slimmest', 'slickest']","['smallest', 'sadist', 'safest', 'slimmest', 'smoothest', 'palest', 'slightest', 'simplest', 'slickest', 'sleekest']",['smallest'],"['smallest', 'sadist', 'safest', 'slimmest', 'smoothest', 'palest', 'slightest', 'simplest', 'slickest', 'sleekest']"
porfit,profit,when coca cola was establish on the world market the coca cola company raised its ***mask*** each year after that the coca cola company took a huge leap of faith a,P AO R F IH T,"['forfeit', 'soffit', 'porphyry', 'forefoot', 'ported', 'morphed', 'cornett', 'porches', 'portage', 'dorset']",['profit'],"['cornett', 'forfeit', 'morphed', 'forefoot', 'profit', 'soffit', 'dorset', 'ported', 'porches', 'portage', 'porphyry']","['cornett', 'soffit', 'forfeit', 'forefoot', 'porches', 'morphed', 'porphyry', 'dorset', 'portage', 'ported']",['profit'],"['profit', 'cornett', 'soffit', 'forfeit', 'forefoot', 'porches', 'morphed', 'porphyry', 'dorset', 'portage', 'ported']"
produvct,product,but even if they would have lost all the money they invested into the new ***mask*** the coca cola company had remaind as a successful company in general successful business take,P R AA D AH V K T,"['product', 'products', 'products', 'predicate']",['product'],"['predicate', 'products', 'product']","['product', 'products', 'predicate']",['product'],"['product', 'products', 'predicate']"
unsuccesful,unsuccessful,becuase they have the financial resources but if one compares a successful company with an ***mask*** company one will see that the the compay with a high profit is risking more,AH N S AH K S EH S F AH L,"['unsuccessful', 'unsuccessfully', 'successful']",['unsuccessful'],"['successful', 'unsuccessfully', 'unsuccessful']","['unsuccessful', 'successful', 'unsuccessfully']",['unsuccessful'],"['unsuccessful', 'successful', 'unsuccessfully']"
remaind,remain,lost all the money they invested into the new produvct the coca cola company had ***mask*** as a successful company in general successful business take more often risks to gain even,R IH M EY N D,"['remained', 'remained', 'remand', 'remains', 'retained', 'remainder', 'refrained', 'raymond', 'remind', 'remain']","['remain', 'remind', 'remand', 'remained', 'remains']","['remainder', 'remand', 'raymond', 'remain', 'retained', 'refrained', 'remind', 'remains', 'remained']","['remained', 'retained', 'remains', 'remain', 'remand', 'refrained', 'raymond', 'remainder', 'remind']","['remained', 'remains', 'remain', 'remand', 'remind']","['remained', 'retained', 'remains', 'remain', 'remand', 'refrained', 'raymond', 'remainder', 'remind']"
compay,company,one compares a successful company with an unsuccesful company one will see that the the ***mask*** with a high profit is risking more than the other one for example coca cola,K AH M P EY,"['compare', 'comfy', 'campy', 'cumber', 'camper', 'campo', 'compo', 'bumpy', 'culpa', 'comely']","['comply', 'company', 'compaq']","['camper', 'campy', 'compare', 'comply', 'compo', 'culpa', 'compaq', 'company', 'campo', 'comfy', 'comely', 'bumpy', 'cumber']","['compo', 'comfy', 'culpa', 'camper', 'campy', 'comely', 'compare', 'campo', 'cumber', 'bumpy']","['company', 'compaq', 'comply']","['company', 'compo', 'compaq', 'comfy', 'culpa', 'camper', 'campy', 'comely', 'compare', 'comply', 'campo', 'cumber', 'bumpy']"
millionfold,million fold,dollars in 1998 google would not have revolutionized the internet now it paid off a ***mask*** risks have to be taken and people need to be open to new ideas to,M IH L Y AH N F OW L D,[''],['millionfold'],['millionfold'],[''],['millionfold'],['millionfold']
brin,bring,improve airplanes cars or machinery if no one dared to award larry page and sergej ***mask*** with two million dollars in 1998 google would not have revolutionized the internet now it,B R IH N,"['brain', 'bran', 'bring', 'prynne', 'brine', 'brim', 'braun', 'brawn', 'grin', 'brown', 'browne']",['brin'],"['brain', 'brine', 'grin', 'bran', 'braun', 'brown', 'browne', 'prynne', 'brawn', 'bring', 'brim', 'brin']","['braun', 'grin', 'brain', 'brown', 'bran', 'brine', 'brim', 'browne', 'brawn', 'bring', 'prynne']",['brin'],"['braun', 'grin', 'brain', 'brown', 'bran', 'brine', 'brim', 'brin', 'browne', 'brawn', 'bring', 'prynne']"
sinlge,single,the quests of today world the task they will meet will never revolve around one ***mask*** subject however also taking todays competitiveness into account a certain specification is vital if one,S IH N L JH,"['singe', 'signage', 'sinners', 'synod', 'thinly', 'finley', 'singed', 'syringe', 'sickly', 'cindy']",['single'],"['syringe', 'singed', 'cindy', 'thinly', 'sickly', 'signage', 'finley', 'synod', 'singe', 'single', 'sinners']","['thinly', 'sickly', 'syringe', 'synod', 'cindy', 'singed', 'singe', 'finley', 'signage', 'sinners']",['single'],"['single', 'thinly', 'sickly', 'syringe', 'synod', 'cindy', 'singed', 'singe', 'finley', 'signage', 'sinners']"
universites,universities,for a barrier is set early when competing with specialists in their desired jobs or ***mask*** they have to cath up with a lot of study before this is possible and,Y UW N AH V ER S AY T S,['university'],"['universities', 'universitas', 'universite']","['universities', 'university', 'universite', 'universitas']",['university'],"['universities', 'universitas', 'universite']","['universities', 'university', 'universitas', 'universite']"
