Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
allwazs,allways,it on the other side the retired person ca fill ***mask*** all its freetime in conlusion i disagree with the statement,AE L W AA Z,"['alsace', 'always', 'always', 'altos', 'alcott', 'alsop', 'algol', 'alums', 'allies', 'alleyways']","['hallways', 'always']","['alcott', 'altos', 'alsop', 'hallways', 'alleyways', 'allies', 'alums', 'always', 'algol', 'alsace']","['alsop', 'alcott', 'alums', 'algol', 'always', 'altos', 'allies', 'alleyways', 'alsace']","['always', 'hallways']","['alsop', 'alcott', 'alums', 'algol', 'always', 'altos', 'allies', 'hallways', 'alleyways', 'alsace']"
freetime,free time ,other side the retired person ca fill allwazs all its ***mask*** in conlusion i disagree with the statement obviously it is,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['freedom', 'freetown', 'freemen', 'airtime', 'frito', 'anytime', 'retire', 'preterm', 'freestyle']","['freeline', 'freebie']","['freedom', 'freetown', 'freeline', 'freebie', 'freemen', 'airtime', 'frito', 'anytime', 'retire', 'preterm', 'freestyle']"
conlusion,conclusion,the retired person ca fill allwazs all its freetime in ***mask*** i disagree with the statement obviously it is balanced nevertheless,K AH N L UW ZH AH N,"['contusion', 'conclusion', 'collusion', 'conversion', 'collision', 'confusion', 'contusions', 'occlusion', 'seclusion', 'inclusion']","['collusion', 'contusion', 'confusion', 'conclusion']","['contusions', 'collusion', 'collision', 'inclusion', 'confusion', 'seclusion', 'contusion', 'conclusion', 'occlusion', 'conversion']","['conclusion', 'occlusion', 'confusion', 'inclusion', 'collision', 'collusion', 'contusions', 'contusion', 'seclusion', 'conversion']","['conclusion', 'confusion', 'collusion', 'contusion']","['conclusion', 'occlusion', 'confusion', 'inclusion', 'collision', 'collusion', 'contusions', 'contusion', 'seclusion', 'conversion']"
epoches,epochs,logic if the student learn the main differences between the ***mask*** or the essential research methods which historians need to accurately,IY P AH CH AH Z,"['speeches', 'clutches', 'patches', 'peaches', 'touches', 'pouches', 'reaches', 'teaches', 'beaches', 'porches']",['epochs'],"['patches', 'peaches', 'pouches', 'touches', 'speeches', 'reaches', 'beaches', 'epochs', 'teaches', 'clutches', 'porches']","['speeches', 'teaches', 'patches', 'reaches', 'beaches', 'clutches', 'touches', 'peaches', 'pouches', 'porches']",['epochs'],"['speeches', 'epochs', 'teaches', 'patches', 'reaches', 'beaches', 'clutches', 'touches', 'peaches', 'pouches', 'porches']"
statuts,status,for one person to have an overlook over all existing ***mask*** or decisions a lawyer practising in family law typically does,S T AE T AH T S,"['stratus', 'statics', 'status', 'stratum', 'statutes', 'satirists', 'status', 'struts', 'staten', 'stunts']","['status', 'statute', 'statutes', 'statues']","['status', 'statics', 'struts', 'statute', 'stunts', 'stratum', 'stratus', 'staten', 'satirists', 'statutes', 'statues']","['statutes', 'status', 'satirists', 'stunts', 'staten', 'statics', 'struts', 'stratum', 'stratus']","['statutes', 'statute', 'status', 'statues']","['statutes', 'statute', 'status', 'statues', 'satirists', 'stunts', 'staten', 'statics', 'struts', 'stratum', 'stratus']"
applays,applaus,also do a heart surgery or transplant organs the same ***mask*** to a lawyer today the field of law is so,AH P L EY Z,"['applies', 'ablaze', 'appraise', 'applause', 'appraiser', 'players', 'replays', 'replace', 'place', 'please', 'pleas']","['appeals', 'apply', 'plays', 'appley', 'applauds', 'appears', 'applause', 'appals', 'applaud', 'apples', 'applies', 'replays']","['players', 'pleas', 'plays', 'appraiser', 'place', 'appley', 'applauds', 'appears', 'applies', 'replays', 'appeals', 'appraise', 'apply', 'ablaze', 'replace', 'appals', 'applaud', 'apples', 'applause', 'please']","['applies', 'place', 'please', 'appraise', 'appraiser', 'ablaze', 'replace', 'players', 'pleas', 'applause', 'replays']","['applies', 'apply', 'appears', 'appeals', 'plays', 'applauds', 'appals', 'applaud', 'appley', 'applause', 'apples', 'replays']","['applies', 'apply', 'place', 'please', 'appears', 'appeals', 'plays', 'appraiser', 'applauds', 'appraise', 'appals', 'applaud', 'ablaze', 'replace', 'appley', 'players', 'pleas', 'applause', 'apples', 'replays']"
personly,personaly,i ***mask*** believe that in the modern world it is essential,P ER S AH N L IY,"['personally', 'passably', 'peaceably', 'recently', 'possibly', 'certainly', 'perfectly', 'purposely', 'personnel', 'openly']","['personalty', 'person', 'personas', 'persona', 'persons', 'personally', 'personify', 'personam', 'personal', 'personae']","['personalty', 'persona', 'perfectly', 'personally', 'personify', 'passably', 'recently', 'peaceably', 'openly', 'personnel', 'person', 'personas', 'persons', 'purposely', 'certainly', 'personam', 'personal', 'personae', 'possibly']","['personally', 'certainly', 'perfectly', 'openly', 'possibly', 'recently', 'purposely', 'passably', 'peaceably', 'personnel']","['personally', 'personalty', 'personal', 'person', 'personify', 'persons', 'personam', 'personas', 'persona', 'personae']","['personally', 'certainly', 'perfectly', 'openly', 'possibly', 'recently', 'purposely', 'passably', 'personalty', 'personal', 'personify', 'person', 'peaceably', 'persons', 'personnel', 'personas', 'personam', 'persona', 'personae']"
specialice,specialize,unemployed on the other side it is neccesary that people ***mask*** in on field so that they will have a chance,S P EH SH AH L IH S,"['specialize', 'specials', 'specialist', 'specially', 'especially', 'special', 'specialists', 'especial']","['specialize', 'specialise']","['special', 'specialize', 'especially', 'specialists', 'specials', 'especial', 'specialise', 'specialist', 'specially']","['specially', 'especially', 'special', 'specialize', 'especial', 'specials', 'specialist', 'specialists']","['specialize', 'specialise']","['specially', 'especially', 'special', 'specialize', 'specialise', 'especial', 'specials', 'specialist', 'specialists']"
liablity,liability,making sure that you are not in the risk of ***mask*** you need a lawyer who specified in corporate law who,L AY AH B L AH T IY,"['liability', 'viability', 'liabilities', 'reliably', 'reliably']",['liability'],"['viability', 'liabilities', 'reliably', 'liability']","['liability', 'liabilities', 'reliably', 'viability']",['liability'],"['liability', 'liabilities', 'reliably', 'viability']"
differend,different,an expert in something i believe that everybody should take ***mask*** classes in college but he should focus on one area,D IH F R EH N D,"['befriend', 'depend', 'defined', 'descend', 'defence', 'different', 'refrained', 'defend', 'dethroned', 'difference']","['differed', 'different']","['befriend', 'defined', 'dethroned', 'refrained', 'difference', 'depend', 'descend', 'differed', 'defence', 'defend', 'different']","['different', 'difference', 'befriend', 'defined', 'defence', 'dethroned', 'defend', 'refrained', 'depend', 'descend']","['different', 'differed']","['different', 'difference', 'befriend', 'defined', 'defence', 'differed', 'dethroned', 'defend', 'refrained', 'depend', 'descend']"
beleft,be left,be displayed in the ads and the negative ones will ***mask*** out cigarettes for example were always glorified as a emormous,B IH L EH F T,"['bluffed', 'blessed', 'bereft', 'beliefs', 'cleft', 'bedecked', 'behest', 'relent', 'billet', 'billet']",['bereft'],"['beliefs', 'bedecked', 'blessed', 'bereft', 'bluffed', 'billet', 'behest', 'cleft', 'relent']","['bereft', 'behest', 'cleft', 'relent', 'billet', 'bluffed', 'bedecked', 'blessed', 'beliefs']",['bereft'],"['bereft', 'behest', 'cleft', 'relent', 'billet', 'bluffed', 'bedecked', 'blessed', 'beliefs']"
woderful,wonderful,and influence the decission flight and hotel advertisements often show ***mask*** habitations and beaches that create the illusion of a perfect,W AA D ER F AH L,"['watchful', 'wonderful', 'twaddle', 'waffled', 'waffle', 'waddle']",['wonderful'],"['wonderful', 'waddle', 'waffle', 'watchful', 'waffled', 'twaddle']","['wonderful', 'twaddle', 'waddle', 'waffle', 'waffled', 'watchful']",['wonderful'],"['wonderful', 'twaddle', 'waddle', 'waffle', 'waffled', 'watchful']"
decission,decision,are used in advertisements strive to deconnect the customers buying ***mask*** from the real technical features of products and change the,D IH S IH ZH AH N,"['decision', 'rescission', 'division', 'dispersion', 'decisions', 'diversion', 'derision', 'delusion', 'incision', 'excision']",['decision'],"['decisions', 'division', 'derision', 'delusion', 'diversion', 'decision', 'incision', 'dispersion', 'excision', 'rescission']","['decisions', 'incision', 'decision', 'rescission', 'division', 'dispersion', 'derision', 'excision', 'diversion', 'delusion']",['decision'],"['decisions', 'incision', 'decision', 'rescission', 'division', 'dispersion', 'derision', 'excision', 'diversion', 'delusion']"
deconnect,reconnect,mentioned the means that are used in advertisements strive to ***mask*** the customers buying decission from the real technical features of,D IY K AH N EH K T,"['reconnect', 'recollect', 'disconnect', 'reconnects', 'connect']",['reconnect'],"['recollect', 'reconnects', 'disconnect', 'reconnect', 'connect']","['connect', 'disconnect', 'recollect', 'reconnects', 'reconnect']",['reconnect'],"['connect', 'disconnect', 'recollect', 'reconnects', 'reconnect']"
persolal,personal,were always glorified as a emormous gain in lifestyle and ***mask*** selfdetermination but the risks of getting cancer and other illnesses,P ER S AH L AH L,"['personal', 'personnel', 'percival', 'passable', 'peaceable', 'possible', 'versatile', 'merciless', 'parietal', 'personally']",['personal'],"['percival', 'peaceable', 'merciless', 'personnel', 'personally', 'possible', 'passable', 'parietal', 'personal', 'versatile']","['possible', 'personal', 'personally', 'personnel', 'passable', 'peaceable', 'versatile', 'merciless', 'percival', 'parietal']",['personal'],"['possible', 'personal', 'personally', 'personnel', 'passable', 'peaceable', 'versatile', 'merciless', 'percival', 'parietal']"
selfdetermination,self determination,always glorified as a emormous gain in lifestyle and persolal ***mask*** but the risks of getting cancer and other illnesses were,S EH L F D IH T ER M AH N EY SH AH N,[],['self-determination'],['self-determination'],[],['self-determination'],['self-determination']
vaccations,vacations,beaches that create the illusion of a perfect time in ***mask*** but will not state the problems there might be with,V EY K EY SH AH N Z,"['vacations', 'vocations', 'vacationed', 'vacationer', 'vacation', 'vacationers', 'vacationing', 'locations', 'vocation', 'vacationing']",['vacations'],"['vacationers', 'vacationing', 'vocation', 'vacationer', 'vocations', 'vacationed', 'vacations', 'vacation', 'locations']","['vacationers', 'vacationing', 'vacationer', 'vacationed', 'vacations', 'vacation', 'locations', 'vocation', 'vocations']",['vacations'],"['vacationers', 'vacationing', 'vacationer', 'vacationed', 'vacations', 'vacation', 'locations', 'vocation', 'vocations']"
emormous,enormous,beleft out cigarettes for example were always glorified as a ***mask*** gain in lifestyle and persolal selfdetermination but the risks of,IH M AO R M AH S,"['enormous', 'enormous', 'enormous', 'amorphous', 'mormon', 'immortal', 'morris', 'immoral', 'erasmus', 'mormons']",['enormous'],"['erasmus', 'mormons', 'immortal', 'morris', 'immoral', 'mormon', 'enormous', 'amorphous']","['enormous', 'amorphous', 'immortal', 'morris', 'mormons', 'mormon', 'immoral', 'erasmus']",['enormous'],"['enormous', 'amorphous', 'immortal', 'morris', 'mormons', 'mormon', 'immoral', 'erasmus']"
mz,my,know for my career i need to be specialized in ***mask*** subjects but also have to have some broad knowledge of,M IH M Z IY,"['mitzi', 'whimsy', 'ramsey', 'ramsay', 'memory', 'mindy', 'mammary', 'nimby', 'mosey', 'kinsey']",['mz'],"['ramsey', 'nimby', 'memory', 'mosey', 'mindy', 'mammary', 'mz', 'mitzi', 'kinsey', 'whimsy', 'ramsay']","['mitzi', 'mindy', 'kinsey', 'nimby', 'mammary', 'ramsey', 'memory', 'mosey', 'whimsy', 'ramsay']",['mz'],"['mitzi', 'mindy', 'kinsey', 'nimby', 'mammary', 'ramsey', 'memory', 'mosey', 'mz', 'whimsy', 'ramsay']"
manz,many,is better to have some knowledge about something else nowadays ***mask*** people go to television game shows there it is also,M AE N Z,"['mans', 'mines', 'moans', 'mains', 'mainz', 'manes', 'means', 'vans', 'manned', 'moons']",['manz'],"['means', 'mainz', 'manz', 'vans', 'moans', 'manned', 'manes', 'mains', 'mines', 'mans', 'moons']","['means', 'mains', 'moons', 'mainz', 'mines', 'vans', 'manes', 'mans', 'moans', 'manned']",['manz'],"['means', 'mains', 'manz', 'moons', 'mainz', 'mines', 'vans', 'manes', 'mans', 'moans', 'manned']"
sucsessful,successful,important to to have both if you want to be ***mask*** in life wether its in the private sector or in,S AH K S EH S F AH L,"['successful', 'successfully', 'successes', 'unsuccessful']",['successful'],"['successfully', 'unsuccessful', 'successful', 'successes']","['successful', 'successfully', 'successes', 'unsuccessful']",['successful'],"['successful', 'successfully', 'successes', 'unsuccessful']"
converstaion,conversation,easily get into if you want to avoid a boring ***mask*** about the weather it is better to have some knowledge,K AA N V ER S T EY AH N,['conversation'],['conversation'],['conversation'],['conversation'],['conversation'],['conversation']
subjetc,subject,knowledge than to have the focus only on your specific ***mask*** i give you an example as a student you sometimes,S AH B JH IH T S,"['submits', 'subjects', 'subjects', 'subverts', 'subject', 'subjects', 'summits', 'subject', 'submit', 'budgets']",['subject'],"['submit', 'subjects', 'budgets', 'subject', 'subverts', 'submits', 'summits']","['subject', 'subjects', 'subverts', 'submit', 'submits', 'summits', 'budgets']",['subject'],"['subject', 'subjects', 'subverts', 'submit', 'submits', 'summits', 'budgets']"
conlcusion,conclusion,they ca see the results of such an involvement in ***mask*** it has to be noticed that the work young poeple,K AH N L K Y UW ZH AH N,"['confusion', 'conclusion']",['conclusion'],"['confusion', 'conclusion']","['conclusion', 'confusion']",['conclusion'],"['conclusion', 'confusion']"
desintrest,disinterest,can be seen in many examples this statement reflects the ***mask*** of many adults in the work done by young people,D IH Z IH N T R AH S T,['disinterest'],['disinterest'],['disinterest'],['disinterest'],['disinterest'],['disinterest']
whcih,which,into school activity such an example would be the cas ***mask*** all students in my school have to complete this involves,W S IY,"['worry', 'assay', 'aussie', 'icy', 'essie', 'wordy', 'worst', 'wurst', 'worthy', 'worrier']",['which'],"['icy', 'aussie', 'wurst', 'assay', 'essie', 'wordy', 'worst', 'worthy', 'worrier', 'worry', 'which']","['wordy', 'essie', 'worst', 'worthy', 'worrier', 'assay', 'aussie', 'worry', 'wurst', 'icy']",['which'],"['which', 'wordy', 'essie', 'worst', 'worthy', 'worrier', 'assay', 'aussie', 'worry', 'wurst', 'icy']"
serveral,several,communities in my opinion this is not true because of ***mask*** reasons firstly the workload is steadily increasing and thus the,S ER V ER AH L,"['several', 'civil', 'surveil', 'circle', 'service', 'servile', 'cervical', 'cervical', 'servers', 'squirrel']",['several'],"['servers', 'cervical', 'several', 'civil', 'surveil', 'servile', 'service', 'circle', 'squirrel']","['several', 'service', 'civil', 'servile', 'surveil', 'circle', 'squirrel', 'cervical', 'servers']",['several'],"['several', 'service', 'civil', 'servile', 'surveil', 'circle', 'squirrel', 'cervical', 'servers']"
superviser,supervisor,the actual help done by many people to be a ***mask*** in such a centre often this is done voluntarily and,S UW P ER V AY Z ER,"['supervisor', 'supervised', 'supervisors', 'supervisory', 'supervise', 'supervises', 'supervising']","['supervisor', 'supervised', 'supervises', 'supervise']","['supervisor', 'supervisory', 'supervise', 'supervises', 'supervising', 'supervised', 'supervisors']","['supervisor', 'supervisors', 'supervised', 'supervisory', 'supervising', 'supervise', 'supervises']","['supervisor', 'supervised', 'supervises', 'supervise']","['supervisor', 'supervisors', 'supervised', 'supervisory', 'supervising', 'supervise', 'supervises']"
thouh,though,institutions for example sport teams school colleges and parents even ***mask*** every individual person is more and more self centred it,DH AW,"['thou', 'how', 'howe', 'though', 'tho', 'vow', 'thy', 'bow', 'bough', 'now']","['thoth', 'thou', 'though']","['now', 'vow', 'how', 'though', 'thou', 'thy', 'bow', 'tho', 'thoth', 'howe', 'bough']","['though', 'now', 'how', 'tho', 'howe', 'bough', 'thou', 'vow', 'bow', 'thy']","['though', 'thoth', 'thou']","['though', 'now', 'how', 'tho', 'thoth', 'howe', 'bough', 'thou', 'vow', 'bow', 'thy']"
esle,else,their communities but it is just less recognized by everyone ***mask*** in society young people often have to make important decisions,EH S AH L,"['wrestler', 'errol', 'ethel', 'ethyl', 'essen', 'russell', 'russel', 'rustle', 'easel', 'tercel']","['erle', 'nesle', 'esse', 'sele', 'else', 'ele', 'esme', 'isle', 'esl', 'este', 'elle']","['easel', 'tercel', 'esse', 'errol', 'sele', 'else', 'ele', 'wrestler', 'isle', 'esl', 'este', 'elle', 'ethel', 'russell', 'erle', 'nesle', 'ethyl', 'esme', 'russel', 'essen', 'rustle']","['ethyl', 'errol', 'easel', 'russell', 'wrestler', 'russel', 'essen', 'rustle', 'tercel', 'ethel']","['else', 'ele', 'erle', 'esse', 'esme', 'esl', 'isle', 'sele', 'elle', 'este', 'nesle']","['else', 'ethyl', 'ele', 'errol', 'erle', 'easel', 'russell', 'esl', 'esse', 'esme', 'wrestler', 'isle', 'sele', 'russel', 'essen', 'rustle', 'elle', 'este', 'tercel', 'ethel', 'nesle']"
evitable,suitable,that taking a certain risk to some extend is even ***mask*** a life is not imaginable to me due to the,IH V AY T AH B AH L,"['reliable', 'irritable', 'vertebral', 'viable', 'excitable', 'immovable']",['editable'],"['vertebral', 'reliable', 'irritable', 'viable', 'excitable', 'editable', 'immovable']","['viable', 'reliable', 'irritable', 'excitable', 'immovable', 'vertebral']",['editable'],"['viable', 'reliable', 'irritable', 'editable', 'excitable', 'immovable', 'vertebral']"
oportunities,opportunities,to success for many industries research can open new fascinating ***mask*** that will help your company to be successful however research,AA P ER T UW N AH T IY Z,"['opportunities', 'opportunity']",['opportunities'],"['opportunities', 'opportunity']","['opportunities', 'opportunity']",['opportunities'],"['opportunities', 'opportunity']"
knwoing,knowing,the fact that you have to take decisisons repeteadly without ***mask*** what comes out people who are not able to make,N W OW IH NG,"['narrowing', 'knowing', 'whirring', 'unknowing', 'swaying', 'blowing', 'slowing', 'flowing', 'crowing', 'glowing']",['knowing'],"['slowing', 'flowing', 'knowing', 'swaying', 'blowing', 'narrowing', 'crowing', 'glowing', 'unknowing', 'whirring']","['knowing', 'slowing', 'narrowing', 'blowing', 'flowing', 'swaying', 'glowing', 'whirring', 'unknowing', 'crowing']",['knowing'],"['knowing', 'slowing', 'narrowing', 'blowing', 'flowing', 'swaying', 'glowing', 'whirring', 'unknowing', 'crowing']"
repeteadly,repeatedly,due to the fact that you have to take decisisons ***mask*** without knwoing what comes out people who are not able,R EH P AH T EH D L IY,[],"['reputedly', 'repeatedly']","['reputedly', 'repeatedly']",[],"['repeatedly', 'reputedly']","['repeatedly', 'reputedly']"
decisisons,decisions,me due to the fact that you have to take ***mask*** repeteadly without knwoing what comes out people who are not,D IH S IH Z AH N Z,"['decisions', 'citizens', 'divisions', 'desertions', 'citizens', 'decision', 'incisions']",['decisions'],"['decisions', 'desertions', 'incisions', 'divisions', 'decision', 'citizens']","['decisions', 'decision', 'citizens', 'divisions', 'incisions', 'desertions']",['decisions'],"['decisions', 'decision', 'citizens', 'divisions', 'incisions', 'desertions']"
normaly,normal,to their concerts the only difference is that young people ***mask*** are in better shape then eldery people are the older,N AO R M AH L IY,"['normally', 'formally', 'normal', 'normally', 'normalcy', 'northerly', 'formerly', 'enormity', 'mortally', 'warmly']","['normal', 'normalcy', 'normals', 'normally', 'normale']","['enormity', 'normal', 'warmly', 'formally', 'normalcy', 'normals', 'normally', 'northerly', 'formerly', 'mortally', 'normale']","['normally', 'formerly', 'normal', 'normalcy', 'northerly', 'formally', 'enormity', 'warmly', 'mortally']","['normally', 'normal', 'normalcy', 'normals', 'normale']","['normally', 'formerly', 'normal', 'normalcy', 'normals', 'normale', 'northerly', 'formally', 'enormity', 'warmly', 'mortally']"
backround,background,a calm and relaxed atmosphere with classical music in the ***mask*** but i have to mention that i also know people,B AE K R AW N D,"['background', 'backhand', 'backyard', 'backboard', 'backgrounds', 'crowned', 'browned']",['background'],"['browned', 'crowned', 'backyard', 'background', 'backgrounds', 'backboard', 'backhand']","['background', 'backgrounds', 'backhand', 'backboard', 'backyard', 'crowned', 'browned']",['background'],"['background', 'backgrounds', 'backhand', 'backboard', 'backyard', 'crowned', 'browned']"
flexability,flexibility,you enjoy life depends on your pesonaltiy and on your ***mask*** if you stay in life and if you stil have,F L EH K S AH B IH L AH T IY,"['flexibility', 'electability']",['flexibility'],"['electability', 'flexibility']","['flexibility', 'electability']",['flexibility'],"['flexibility', 'electability']"
eldery,elderly,us say young people are between 18 and 30 and ***mask*** people are about 60 years old in this case young,EH L D ER IY,"['elders', 'oldie', 'elsie', 'elderly', 'elder', 'reverie', 'referee', 'elbert', 'powdery', 'elysee']","['eddery', 'elder', 'ellery', 'elderly', 'elders']","['referee', 'elsie', 'elbert', 'eddery', 'elder', 'reverie', 'elysee', 'ellery', 'powdery', 'elderly', 'oldie', 'elders']","['oldie', 'elderly', 'elder', 'elders', 'elbert', 'elsie', 'referee', 'powdery', 'reverie', 'elysee']","['elderly', 'elder', 'elders', 'eddery', 'ellery']","['oldie', 'elderly', 'elder', 'elders', 'eddery', 'elbert', 'elsie', 'ellery', 'referee', 'powdery', 'reverie', 'elysee']"
flexibel,flexible,care more about themselve maybe young people are often more ***mask*** but this is also a stereotype after my opinion this,F L EH K S AH B AH L,"['flexible', 'flexibly', 'electable', 'fixable', 'inflexible']",['flexible'],"['inflexible', 'flexible', 'fixable', 'flexibly', 'electable']","['flexible', 'inflexible', 'electable', 'flexibly', 'fixable']",['flexible'],"['flexible', 'inflexible', 'electable', 'flexibly', 'fixable']"
themselve,themselves,make more sports eldery people have to care more about ***mask*** maybe young people are often more flexibel but this is,DH EH M S EH L V,"['themselves', 'themselves']",['themselves'],['themselves'],['themselves'],['themselves'],['themselves']
enjoing,enjoying,discos or concerts with loud music whereas eldery people are ***mask*** a good dinner in a calm and relaxed atmosphere with,EH N JH OW IH NG,"['enjoying', 'injuring', 'unknowing', 'ongoing', 'ongoing', 'endowing', 'entering', 'ensuing', 'elbowing', 'anything']","['enjoins', 'enjoin', 'enjoying']","['endowing', 'enjoin', 'anything', 'elbowing', 'injuring', 'ensuing', 'entering', 'unknowing', 'enjoying', 'ongoing', 'enjoins']","['enjoying', 'entering', 'ensuing', 'anything', 'ongoing', 'unknowing', 'endowing', 'elbowing', 'injuring']","['enjoying', 'enjoins', 'enjoin']","['enjoying', 'entering', 'ensuing', 'anything', 'enjoin', 'enjoins', 'ongoing', 'unknowing', 'endowing', 'elbowing', 'injuring']"
pesonaltiy,personality,of this text how you enjoy life depends on your ***mask*** and on your flexability if you stay in life and,P EH S AH N AH L T IY,"['personally', 'penalty']","['personalty', 'personality']","['personalty', 'personality', 'personally', 'penalty']","['personally', 'penalty']","['personality', 'personalty']","['personality', 'personalty', 'personally', 'penalty']"
quesiton,question,people enjoy life more than older people do the first ***mask*** is what are old people and what are young people,K W EH Z IH T AA N,[],['question'],['question'],[],['question'],['question']
rollingstonse,rolling stones,loud music for example the generation who grows up with ***mask*** or acdc still goes to their concerts the only difference,R OW L IH NG S T AH N S,[],['rollingstonse'],['rollingstonse'],[],['rollingstonse'],['rollingstonse']
relie,relief,searching for you simply know on which strength you can ***mask*** in conclusion i believe that both is very important in,R IY L AY,"['rely', 'relay', 'rely', 'really', 'reels', 'reeled', 'rewire', 'ila', 'ally', 'alai']","['elie', 'relive', 'relies', 'relic', 'relief', 'revie', 'relied', 'belie', 'celie', 'relit']","['elie', 'relive', 'ally', 'belie', 'reeled', 'reels', 'alai', 'relies', 'relic', 'relief', 'really', 'rely', 'ila', 'revie', 'relied', 'celie', 'relay', 'relit', 'rewire']","['rely', 'really', 'ally', 'reeled', 'reels', 'relay', 'rewire', 'alai', 'ila']","['relies', 'relied', 'revie', 'relive', 'relit', 'celie', 'relief', 'belie', 'elie', 'relic']","['rely', 'relies', 'relied', 'really', 'ally', 'reeled', 'reels', 'revie', 'relay', 'relive', 'relit', 'rewire', 'alai', 'celie', 'relief', 'belie', 'elie', 'relic', 'ila']"
specifiy,specific,be much easier for you to learn the subject you ***mask*** in because choosing it as your main subject you have,S P EH S AH F AY,"['specify', 'specified', 'specifies', 'pacify', 'pacifier', 'petrify', 'specifying']","['specify', 'specific']","['specify', 'specifies', 'specifying', 'specific', 'specified', 'pacify', 'petrify', 'pacifier']","['specified', 'specify', 'specifying', 'petrify', 'pacify', 'pacifier', 'specifies']","['specific', 'specify']","['specified', 'specific', 'specify', 'specifying', 'petrify', 'pacify', 'pacifier', 'specifies']"
practizise,practise,concepts it to expect that they wo be able to ***mask*** the thinks they should have learned when the students get,P R AE K T IH Z,"['practice', 'practise', 'praxis', 'proctors', 'tractors', 'prances', 'practised', 'proactive', 'reactors', 'racketeers']",['practise'],"['practise', 'practised', 'reactors', 'tractors', 'praxis', 'practice', 'racketeers', 'proactive', 'proctors', 'prances']","['practice', 'practised', 'proctors', 'proactive', 'racketeers', 'practise', 'praxis', 'prances', 'reactors', 'tractors']",['practise'],"['practice', 'practised', 'proctors', 'proactive', 'racketeers', 'practise', 'praxis', 'prances', 'reactors', 'tractors']"
studium,stadium,about the ideas and concepts in the main period of ***mask*** it is much more important to understand the ideas and,S T UW D IY AH M,"['stadium', 'studious', 'studios', 'studio', 'sodium', 'tedium', 'stadiums', 'stardom', 'student', 'stewardess']",['stadium'],"['stadium', 'stewardess', 'sodium', 'studious', 'tedium', 'stadiums', 'stardom', 'student', 'studio', 'studios']","['studious', 'studio', 'student', 'tedium', 'studios', 'stardom', 'stadium', 'sodium', 'stewardess', 'stadiums']",['stadium'],"['studious', 'studio', 'student', 'tedium', 'studios', 'stardom', 'stadium', 'sodium', 'stewardess', 'stadiums']"
afterwords,afterwords,a typical problem for students studying in the first semesters ***mask*** during the main semesters the students have found their special,AE F T ER W ER D Z,['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards']
conculsions,conclusions,greater variety in academic subjects is therefore able to find ***mask*** in complex matters i disagree with that because i do,K AH N K AH L SH AH N Z,"['convulsions', 'concussions', 'concoctions', 'convulsion', 'confections', 'convictions', 'conclusions', 'connections', 'connexions', 'concussion']","['convulsions', 'conclusions']","['convictions', 'connections', 'confections', 'concussion', 'conclusions', 'connexions', 'concoctions', 'convulsions', 'convulsion', 'concussions']","['conclusions', 'connections', 'convictions', 'confections', 'connexions', 'concoctions', 'convulsions', 'convulsion', 'concussion', 'concussions']","['conclusions', 'convulsions']","['conclusions', 'connections', 'convictions', 'confections', 'convulsions', 'connexions', 'concoctions', 'convulsion', 'concussion', 'concussions']"
knowledges,knowledge,broad knowledge of different subjects but i think that these ***mask*** are unimportant and wo help to get a job why,N AA L IH JH IH Z,"['colleges', 'villages', 'cottages', 'manages', 'vantages', 'knowledge', 'acknowledges']",['knowledges'],"['villages', 'knowledges', 'vantages', 'knowledge', 'acknowledges', 'cottages', 'colleges', 'manages']","['knowledge', 'colleges', 'villages', 'cottages', 'acknowledges', 'manages', 'vantages']",['knowledges'],"['knowledges', 'knowledge', 'colleges', 'villages', 'cottages', 'acknowledges', 'manages', 'vantages']"
sheapest,cheapest,price of the product so you have to be the ***mask*** one or you have to provide an innovation if you,SH IY P AH S T,"['cheapest', 'deepest', 'sharpest', 'weakest', 'hippest', 'neatest', 'leanest', 'meanest', 'keenest', 'chivas']",['cheapest'],"['chivas', 'meanest', 'weakest', 'neatest', 'cheapest', 'keenest', 'hippest', 'sharpest', 'deepest', 'leanest']","['cheapest', 'weakest', 'leanest', 'meanest', 'hippest', 'keenest', 'sharpest', 'neatest', 'deepest', 'chivas']",['cheapest'],"['cheapest', 'weakest', 'leanest', 'meanest', 'hippest', 'keenest', 'sharpest', 'neatest', 'deepest', 'chivas']"
